game_id,name,maxplayers,minage,yearpublished,average,minplayers,minplaytime,maxplaytime,language_dependence,pos,boardgameartist,boardgamecategory,boardgamedesigner,boardgamemechanic,averageweight,usersrated,player_spread,time_spread,discrete_years,discrete_weights
164775,Monstrous,8,10,2016,6.47591,2,15,30,Some,4737,"Jeff Brown (II),Ben Nelson,Jarrod Owen,R. J. Palmer,John Silva,Sutthiwat","Action / Dexterity,Ancient,Card Game,Mythology",Kim Brebach,"Campaign / Battle Card Driven,Hand Management,Modular Board",1.4286,178,6,15,2015,1.5
164812,Roll For It! Deluxe Edition,8,8,2014,6.66892,2,30,30,No,1722,Echo Chernik,Dice,Chris Leder,Dice Rolling,1.098,1025,6,0,2015,1
164865,B-Sieged: Sons of the Abyss,6,13,2016,6.86648,1,60,90,Some,2286,Enrique Fernández Peláez,"Fantasy,Miniatures","Víctor Fernández,Gorka Mata,Sergi Solé Pascual","Co-operative Play,Dice Rolling,Grid Movement",2.9444,550,5,30,2015,3
164928,Orléans,4,12,2014,8.07138,2,90,90,No,30,Klemens Franz,"Medieval,Religious,Travel",Reiner Stockhausen,"Deck / Pool Building,Point to Point Movement",3.1068,8349,2,0,2015,3
164930,BANG!: Halo,7,8,2014,6.20473,3,30,30,Some,8192,NA,"Bluffing,Card Game,Deduction,Fighting,Video Game Theme",NA,"Hand Management,Partnerships,Player Elimination,Variable Player Powers",1.8,74,4,0,2015,2
165004,ONUS! Rome Vs Carthage,4,12,2014,7.903,1,60,60,Moderate,3155,"Ramses Bosque,Matias Cazorla","Ancient,Miniatures,Wargame","Luis Álvaro Hernández,Alvar Sanz","Campaign / Battle Card Driven,Card Drafting,Dice Rolling,Simultaneous Action Selection",2.7,160,3,0,2015,2.5
165095,Pirate Loot: Base Set,4,13,2015,6.38444,2,60,60,Moderate,9737,"Mari Kolkowsky,Scott Kurtz,Dylan Meconis","Card Game,Humor,Pirates",Jason Bulmahn,Take That,2,45,2,0,2015,2
165190,Boom Bokken,9,8,2014,6.47794,4,20,20,No,8812,NA,"Action / Dexterity,Card Game",Henri Kermarrec,"Hand Management,Partnerships,Take That",1,34,5,0,2015,1
165302,King Down,4,8,2015,5.38908,2,30,30,Unplayable,11583,Dream Catcher,"Abstract Strategy,Fantasy",Saar Shai,"Action Point Allowance System,Campaign / Battle Card Driven,Hand Management,Variable Player Powers",2.6667,87,2,0,2015,2.5
165332,Puerto Rico + Expansion I,5,12,2007,8.08,2,90,150,Extensive,NA,Franz Vohwinkel,"City Building,Economic,Farming",Andreas Seyfarth,Variable Phase Order,3.5,45,3,60,2005,3.5
165414,Dudab,6,8,2014,5.0697,2,30,30,No,11860,Gracza Balázs,"Card Game,Party Game,Prehistoric",Hegedűs Csaba,Hand Management,2,33,4,0,2015,2
165477,Orcs Orcs Orcs,4,13,2014,6.55833,2,45,45,No,3081,Marko Fiedler,Fantasy,Frank Thyben,Deck / Pool Building,2,365,2,0,2015,2
165805,Dumpster Brawl!,6,6,2015,7.82609,2,30,30,NA,NA,Andora Cidonia,"Animals,Dice,Party Game",Dave Killingsworth,"Dice Rolling,Hand Management,Pattern Building,Set Collection",2.2,23,4,0,2015,2
165877,Spellcaster,4,14,2014,6.64994,2,20,30,Moderate,3008,Kerem Beyit,Card Game,"Aaron Weissblum,Norman Woods",Hand Management,1.6111,335,2,10,2015,1.5
165889,Safe Breaker,6,7,2014,6.24068,3,10,10,NA,8018,Matt Maddock,"Animals,Card Game,Deduction,Humor,Memory",Dave Cousins,"Memory,Player Elimination",1,59,3,0,2015,1
165950,Beasty Bar,4,8,2014,6.87269,2,20,20,No,1034,Alexander Jung,"Animals,Card Game",Stefan Kloß,"Hand Management,Take That",1.4231,1645,2,0,2015,1.5
166109,Meteor,6,12,2014,6.35825,1,15,15,Moderate,3849,"Marco Echevarria,Allison Litchfield,Benjamin Shulman","Card Game,Real-time,Science Fiction",Mike Young,"Co-operative Play,Hand Management",1.8824,297,5,0,2015,2
166158,Dark Tales,4,14,2014,6.59683,2,30,30,Moderate,2552,"Oriuzio ""Dany Orizio"" Daniele",Card Game,Pierluca Zizzi,"Hand Management,Set Collection",1.65,496,2,0,2015,1.5
166210,Blend Off!,4,6,2016,6.769,2,5,15,NA,6969,"Lina Cossette,Scot Eaton,David Forest,Luis Francisco,Wayne Koenig","Dice,Party Game,Real-time",Scot Eaton,"Dice Rolling,Hand Management",1.5,50,2,10,2015,1.5
166246,Sifaka,4,8,2014,6.25694,2,30,30,No,9292,Guillaume Ducos,"Animals,Card Game","Christian Kruchten,Jean-Claude Pellin",Modular Board,2.2,36,2,0,2015,2
166280,DragonFlame,5,13,2014,6.78761,2,30,30,No,4136,"Clay Gardner,Rob Lundy","Card Game,Fantasy",Matt Loomis,"Area Control / Area Influence,Card Drafting,Set Collection",1.7895,176,3,0,2015,2
166286,Bottom of the 9th,2,13,2015,7.05746,1,5,20,Some,1279,Adam P. McIver,"Bluffing,Deduction,Dice,Real-time,Sports","Darrell Louder,Mike Mullins","Dice Rolling,Press Your Luck,Variable Player Powers",1.6944,944,1,15,2015,1.5
166384,Spyfall,8,12,2014,7.2134,3,15,15,Some,276,"Sergey Dulin,Uildrim","Bluffing,Deduction,Humor,Party Game,Spies/Secret Agents",Alexandr Ushan,"Role Playing,Voting",1.2892,10317,5,0,2015,1.5
166418,Darkrock Ventures,5,14,2016,7.10059,1,30,45,No,4859,"Darrell Louder,Naomi Robinson","Dice,Farming,Science Fiction,Space Exploration","Andrew Christopher Enriquez,Michael Eskue","Area Control / Area Influence,Dice Rolling,Pick-up and Deliver,Variable Player Powers,Worker Placement",2.4286,101,4,15,2015,2.5
166532,Cubo,4,8,2014,5.68739,2,20,20,No,9257,NA,"Dice,Real-time","Johannes Berger,Julien Gupta","Dice Rolling,Pattern Building,Set Collection",1.7778,167,2,0,2015,2
166571,Tramways,5,14,2016,7.41076,1,120,120,No,1720,"Paul Laane,Sampo Sikiö","City Building,Trains,Transportation",Alban Viard,"Auction/Bidding,Deck / Pool Building,Hand Management,Pick-up and Deliver,Route/Network Building,Tile Placement",3.8519,396,4,0,2015,4
166858,Villainous Vikings (Second Edition),5,13,2014,7.17937,3,60,60,Some,5574,Brett Mitchell,"Fighting,Medieval,Mythology","Jeremy Stoltzfus,Graham Weaver","Action Point Allowance System,Card Drafting,Dice Rolling,Set Collection,Variable Player Powers",2.5,63,2,0,2015,2.5
166859,Web of Spies,4,14,2014,7.703,2,60,60,Moderate,4271,"Christine MacTernan,Kyle Van Meurs",Spies/Secret Agents,Cole Medeiros,"Deck / Pool Building,Hand Management,Press Your Luck,Take That",2,100,2,0,2015,2
166988,Wizards of the Wild,4,10,2015,6.89177,1,30,30,Some,3468,Shawna J.C. Tenney,"Animals,Card Game,Dice","Dan Schnake,Adam West","Card Drafting,Dice Rolling,Set Collection,Variable Player Powers",1.8824,194,3,0,2015,2
167298,Sheep & Thief,4,10,2014,6.6891,2,30,30,No,3448,"Wee Yee Chong,Tansan & Co.",Animals,Yuichi Sakashita,"Card Drafting,Tile Placement",1.6667,234,2,0,2015,1.5
167400,Ashes: Rise of the Phoenixborn,4,14,2015,7.63954,2,30,120,Extensive,310,"David Richards,Fernanda Suárez","Card Game,Dice,Fantasy,Fighting",Isaac Vega,"Dice Rolling,Hand Management,Variable Player Powers",2.8667,2932,2,90,2015,3
167404,Warsaw Rising Up 1945-1980,5,10,2016,6.7625,2,60,120,Moderate,6790,NA,"City Building,Educational","Piotr Grzymisławski,Łukasz Szopka","Card Drafting,Tile Placement,Worker Placement",2,56,3,60,2015,2
167513,Barony,4,14,2015,7.10351,2,45,45,No,1046,Ismaël Pommaz,"Abstract Strategy,Medieval,Territory Building",Marc André,"Area Control / Area Influence,Area Movement,Modular Board",2.4483,1181,2,0,2015,2.5
167698,Magic: The Gathering – Arena of the Planeswalkers,5,10,2015,6.72638,2,60,60,Moderate,1388,NA,"Fantasy,Miniatures,Wargame","James D'Aloisio,Ethan Fleischer,Craig Van Ness","Dice Rolling,Grid Movement,Hand Management,Modular Board,Partnerships",2.2676,1516,3,0,2015,2.5
167718,Escola de Dragões,4,8,2014,6.13043,2,15,15,NA,NA,"Everson Eduardo,André Felipe,Jersey Giuliano,Amanda Lemos,Hugo Oliveira","Card Game,Children's Game,Educational,Fantasy,Math,Party Game",Ramsés Sohn,Card Drafting,1,23,2,0,2015,1
167723,Bin'Fa: The Tao of War – The Game of Oriental Strategy and Conquest,6,12,2015,6.35143,2,20,20,NA,9256,NA,"Abstract Strategy,Wargame",Ken Hodkinson,Dice Rolling,1.6667,35,4,0,2015,1.5
167763,DC Comics Deck-Building Game: Teen Titans,5,15,2015,7.24048,2,45,75,Extensive,2122,NA,"Card Game,Comic Book / Strip",Richard Brady,Deck / Pool Building,2.25,381,3,30,2015,2
167791,Terraforming Mars,5,12,2016,8.38065,1,90,120,Moderate,9,Isaac Fryxelius,"Economic,Environmental,Industry / Manufacturing,Science Fiction,Territory Building",Jacob Fryxelius,"Card Drafting,Hand Management,Tile Placement,Variable Player Powers",3.2381,8126,4,30,2015,3
167827,Butim,7,14,2014,5.45161,2,30,30,Some,10932,Paulo Kielwagen,"Card Game,Collectible Components,Pirates","Igor Larsen Soares,Ramsés Sohn","Card Drafting,Hand Management",1.5,31,5,0,2015,1.5
168265,oddball Aeronauts 2: Double the Trouble,4,9,2015,6.835,2,20,20,Some,6460,Lloyd Ash Pyne,"Card Game,Fantasy",Nigel Pyne,Hand Management,1.8,70,2,0,2015,2
168274,Mistfall,4,14,2015,7.03679,1,120,120,Extensive,1309,"Enggar Adirasa,Agnieszka Kopera","Adventure,Card Game,Fantasy",Błażej Kubacki,"Co-operative Play,Deck / Pool Building,Modular Board,Variable Player Powers",3.84,1016,3,0,2015,4
168433,The World of Smog: On Her Majesty's Service,4,14,2015,7.04238,2,60,60,Some,1763,"Mathieu Harlaut,Christophe Madura","Abstract Strategy,Fantasy,Miniatures,Science Fiction",Yohan Lemonnier,"Auction/Bidding,Set Collection,Stock Holding,Trading",2.5143,585,2,0,2015,2.5
168435,Between Two Cities,7,8,2015,7.12338,1,20,20,No,466,Beth Sobel,"City Building,Negotiation","Matthew O'Malley,Morten Monrad Pedersen,Ben Rosset","Card Drafting,Partnerships,Set Collection,Tile Placement",1.8044,4802,6,0,2015,2
168446,Doggy GO!,4,6,2014,6.37073,1,15,15,NA,8998,Aza Chen,"Puzzle,Real-time",Aza Chen,"Set Collection,Tile Placement",1,41,3,0,2015,1
168679,Flip City,4,8,2014,6.47562,1,30,50,Moderate,1535,"Chih-Fan Chen,Adam P. McIver","Card Game,City Building",Chih-Fan Chen,"Deck / Pool Building,Press Your Luck",1.7375,2041,3,20,2015,1.5
168681,Beyond Baker Street,4,13,2016,7.1274,2,20,20,No,1296,"Marie-Elaine Bérubé,Atha Kanaani",Deduction,"Robin Lees,Steve Mackenzie","Co-operative Play,Hand Management,Memory",2.1667,801,2,0,2015,2
168752,BANG!: Heroes of the Storm,7,10,2014,6.34045,4,45,45,NA,7279,NA,"Bluffing,Deduction,Party Game,Video Game Theme",Emiliano Sciarra,"Hand Management,Partnerships,Player Elimination,Variable Phase Order",1.25,89,3,0,2015,1
168770,Epic PVP: Fantasy,4,10,2015,6.83402,2,20,20,Moderate,2894,NA,"Card Game,Fantasy,Fighting","Ryan Miller,Luke Peterschmidt","Hand Management,Take That,Variable Player Powers",2.12,371,2,0,2015,2
168788,Rum & Bones,6,14,2015,7.28602,2,60,60,Moderate,958,NA,"Fantasy,Miniatures,Nautical,Pirates",Michael Shinall,"Action Point Allowance System,Area Control / Area Influence,Dice Rolling,Grid Movement,Variable Player Powers",2.2391,1052,4,0,2015,2
168839,Die Kutschfahrt zur Teufelsburg,10,12,2006,6.58189,3,30,30,Moderate,2709,"Eckhard Freytag,Lukas Zach","Bluffing,Card Game,Deduction","Michael Palm,Lukas Zach",Hand Management,2.0588,448,7,0,2005,2
168917,Smash Up: Pretty Pretty Smash Up,2,14,2015,7.48759,2,45,45,Moderate,503,NA,"Animals,Card Game,Fantasy,Humor",Paul Peterson,"Area Control / Area Influence,Hand Management,Variable Player Powers",2.1714,1975,0,0,2015,2
168998,Marvel Dice Masters: Age of Ultron,2,14,2015,7.56603,2,60,60,Moderate,888,NA,"Collectible Components,Comic Book / Strip,Dice,Fighting","Mike Elliott,Eric M. Lang","Deck / Pool Building,Dice Rolling,Variable Player Powers",2.4211,849,0,0,2015,2.5
169102,Slaughterville,6,14,2015,6.89518,1,60,120,Extensive,5471,"Christopher Brown,George Rubio","Adventure,Horror",Christopher Brown,"Action Point Allowance System,Co-operative Play,Dice Rolling",2.5,112,5,60,2015,2.5
169124,Flick 'em Up!,10,7,2015,7.21024,2,30,30,No,443,"Marie-Elaine Bérubé,Philippe Guérin,Chris Quilliams","Action / Dexterity,American West,Fighting","Gaëtan Beaujannot,Jean Yves Monpertuis","Partnerships,Pick-up and Deliver",1.35,3881,8,0,2015,1.5
169147,Letter Tycoon,5,8,2015,7.11267,2,30,30,NA,1909,"Mackenzie Schubert,Peter Vaughan","Economic,Word Game",Brad Brooks,"Commodity Speculation,Hand Management,Set Collection,Variable Player Powers",2,462,3,0,2015,2
169246,Ambyria: Shroud of the Shadow Demon,4,11,2016,7.24575,2,20,50,NA,7636,NA,"Card Game,Fantasy",NA,Take That,4,40,2,30,2015,4
169255,A Game of Thrones: The Card Game (Second Edition),4,14,2015,7.93066,2,60,120,Extensive,238,NA,"Card Game,Collectible Components,Fantasy,Fighting,Medieval,Negotiation,Novel-based","Nate French,Eric M. Lang","Card Drafting,Hand Management,Simultaneous Action Selection,Variable Player Powers",3.439,2223,2,60,2015,3.5
169274,Pixel Tactics Deluxe,4,12,2015,7.60254,2,45,45,Extensive,2167,Fábio Fontes,"Card Game,Fantasy,Fighting,Video Game Theme","D. Brad Talton, Jr.","Hand Management,Variable Player Powers",2.7,260,2,0,2015,2.5
169275,Pixel Tactics 4,2,12,2015,7.59593,2,45,45,Extensive,3428,Fábio Fontes,"Card Game,Fantasy,Fighting,Video Game Theme","D. Brad Talton, Jr.","Hand Management,Variable Player Powers",2,123,0,0,2015,2
169318,City of Spies: Estoril 1942,4,10,2015,7.27214,2,45,60,No,1419,Mihajlo Dimitrievski,"Spies/Secret Agents,World War II","Gil d'Orey,Antonio Sousa Lara","Area Control / Area Influence,Deck / Pool Building,Modular Board",2.6364,607,2,15,2015,2.5
169341,Birds of a Feather,7,9,2015,6.87889,1,15,15,No,2879,"Trevor Fristoe,Slim Mittens","Animals,Card Game,Educational",Teale Fristoe,"Hand Management,Set Collection,Simultaneous Action Selection",1.2727,298,6,0,2015,1.5
169416,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,4,13,2015,7.65983,1,120,120,Extensive,1172,NA,"Card Game,Fantasy,Fighting","Chad Brown,Tanis O'Connor,Paul Peterson,Mike Selinker,Liz Spain,Gaby Weidling","Co-operative Play,Deck / Pool Building,Dice Rolling,Hand Management,Role Playing,Variable Player Powers",3.129,600,3,0,2015,3
169426,Roll Player,4,10,2016,7.69154,1,60,60,Some,780,"John Ariosa,Luis Francisco","Dice,Fantasy",Keith Matejka,"Card Drafting,Dice Rolling,Set Collection",2.3103,885,3,0,2015,2.5
169513,Dorasure,5,10,2014,6.66288,2,30,30,Moderate,7188,Tera Akai,"Adventure,Fantasy,Miniatures",KTR,"Area Movement,Co-operative Play,Dice Rolling,Variable Player Powers",1.5,59,3,0,2015,1.5
169649,Sapiens,4,10,2015,6.66568,2,45,45,No,2636,Marc-Antoine Allard,Prehistoric,Cyrille Leroy,Tile Placement,2.6,408,2,0,2015,2.5
169675,L'osti d'jeu,30,18,2014,6.24545,3,40,40,Unplayable,6664,NA,"Card Game,Humor,Mature / Adult,Party Game",NA,"Hand Management,Simultaneous Action Selection",1,110,27,0,2015,1
169704,Vault Wars,5,13,2015,7.01793,3,45,60,Moderate,1513,"Jacqui Davis,Kelly McClellan,Peter Wocken","Bluffing,Card Game,Deduction,Fantasy","Jonathan Gilmour,Ben Harkins","Auction/Bidding,Card Drafting,Set Collection",2.0882,758,2,15,2015,2
169786,Scythe,5,14,2016,8.33346,1,90,115,Moderate,7,Jakub Rozalski,"Civilization,Economic,Fighting,Science Fiction,Territory Building",Jamey Stegmaier,"Area Control / Area Influence,Grid Movement,Variable Player Powers",3.3189,14817,4,25,2015,3.5
169794,Haspelknecht,4,12,2015,7.35625,2,60,90,No,1135,Johannes Sich,"Environmental,Farming",Thomas Spitzer,"Action Point Allowance System,Worker Placement",3.0678,741,2,30,2015,3
169925,Age of Craft,4,10,2014,6.71522,2,40,40,NA,7268,NA,"City Building,Dice,Negotiation",Toryo Hojo,"Dice Rolling,Trading",2,46,2,0,2015,2
169986,Night of Man,3,12,2015,7.95,1,60,60,NA,6070,"Gabriel Gendron,Dave Mack,Kwanchai Moriya,Ron Shirtz,Mark H. Walker","Modern Warfare,Science Fiction,Wargame",Mark H. Walker,"Hand Management,Hex-and-Counter",2.8333,50,2,0,2015,3
170042,Raiders of the North Sea,4,12,2015,7.85634,2,60,80,Some,387,Mihajlo Dimitrievski,"Medieval,Nautical",Shem Phillips,"Hand Management,Set Collection,Worker Placement",2.5825,1595,2,20,2015,2.5
170190,Time Jockeys,6,12,2016,5.27414,2,25,25,NA,NA,NA,"Card Game,Science Fiction",Sean Scott Garrity,Auction/Bidding,1.75,29,4,0,2015,2
170216,Blood Rage,4,14,2015,8.1584,2,60,90,Moderate,17,"Henning Ludvigsen,Mike McVey,Adrian Smith","Fantasy,Fighting,Miniatures,Mythology",Eric M. Lang,"Action Point Allowance System,Area Control / Area Influence,Area Movement,Card Drafting,Hand Management,Memory,Simultaneous Action Selection",2.9022,13352,2,30,2015,3
170223,Centauri Saga,4,12,2016,6.79397,1,60,90,Some,4577,NA,"Adventure,Science Fiction,Space Exploration",Constantine Kevorque,"Area Movement,Co-operative Play,Dice Rolling,Hand Management,Modular Board",3,141,3,30,2015,3
170274,Never Have I Ever: The Card Game of Poor Life Decisions,12,17,2014,5.17447,4,30,30,Extensive,12187,NA,"Card Game,Humor,Mature / Adult,Party Game",NA,Hand Management,1,47,8,0,2015,1
170300,Wombat Rescue,4,10,2015,6.70919,1,60,60,No,3313,Mateusz Szulik,"Animals,Humor",Matt Wolfe,"Grid Movement,Modular Board,Pick-up and Deliver,Route/Network Building",2.1333,246,3,0,2015,2
170318,Among the Stars: Revival,6,12,2015,7.35724,2,30,30,Extensive,2331,"Sotiris Padeleon,Antonis Papantoniou,Maciej Rebisz,Odysseas Stamoglou,Giota Vorgia","Card Game,Science Fiction","Vangelis Bagiartakis,Panagiotis Zinoviadis","Card Drafting,Simultaneous Action Selection,Tile Placement,Variable Phase Order",2.3636,261,4,0,2015,2.5
170337,Dwarfest,6,12,2014,6.23864,2,45,45,NA,9563,NA,"Action / Dexterity,Economic,Fantasy,Humor","Marco Belati,Cristiano Gennari,Jean Louis Soscia","Card Drafting,Hand Management,Simultaneous Action Selection,Take That,Variable Phase Order",1.75,44,4,0,2015,2
170416,Vast: The Crystal Caverns,5,10,2016,7.60908,1,75,75,Extensive,656,Kyle Ferrin,Adventure,"Patrick Leder,David Somerville","Action Point Allowance System,Modular Board,Press Your Luck,Tile Placement,Variable Player Powers",3.1556,1255,4,0,2015,3
170477,Dino Dude Ranch,5,8,2016,7.61524,2,20,40,Some,5194,"Derek Bacon,Michael Cofer,Jesse Labbe","Children's Game,Prehistoric",Dan Letzring,"Dice Rolling,Set Collection",1.5455,82,3,20,2015,1.5
170537,Swords and Bagpipes,6,11,2014,6.87067,2,20,45,Some,3644,Yan Yegorov,"Bluffing,Medieval",Yan Yegorov,"Hand Management,Secret Unit Deployment,Simultaneous Action Selection",2.2222,179,4,25,2015,2
170561,Valeria: Card Kingdoms,5,13,2016,7.55429,1,30,45,Some,651,Mihajlo Dimitrievski,"Card Game,Dice,Fantasy",Isaias Vallejo,"Card Drafting,Deck / Pool Building,Dice Rolling",1.9362,1271,4,15,2015,2
170771,Sword & Sorcery,5,12,2017,8.51053,1,60,90,Moderate,6514,"Mario Barbati,Fabrizio Fiorentino,Phroilan Gardner,Fausto Gutierrez","Adventure,Dice,Fantasy,Fighting,Miniatures","Simone Romano,Nunzio Surace","Action Point Allowance System,Area Movement,Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers",3.6,38,4,30,2015,3.5
170825,Bad Medicine,8,16,2015,6.94985,3,30,30,Extensive,4279,Scott Hartman,"Card Game,Party Game",Gil Hova,"Partnerships,Storytelling,Voting",1.5,138,5,0,2015,1.5
170867,Battle of Durak,4,8,2016,7.25641,2,10,15,Moderate,7306,Fedor Sosnin,"Card Game,Fantasy,Print & Play",Fedor Sosnin,"Hand Management,Memory,Partnerships,Player Elimination,Take That,Trick-taking",1,39,2,5,2015,1
170909,Caçadores da Galáxia,4,14,2015,7.82469,2,180,180,Moderate,4477,"Xia Taptara,Cássio Yoshiaki","Economic,Science Fiction",Daniel Alves,"Modular Board,Tile Placement,Variable Player Powers,Worker Placement",3,81,2,0,2015,3
170922,Boomtown Bandits,5,9,2015,6.98766,2,30,30,No,5700,"Isaac Epp,Erwin Haya","American West,Card Game,Dice,Real-time",Isaac Epp,"Dice Rolling,Secret Unit Deployment,Simultaneous Action Selection,Take That",1.875,77,3,0,2015,2
170951,The Foreign King,4,12,2015,6.52237,2,60,60,No,4608,Miguel Coimbra,"Industry / Manufacturing,Political,Post-Napoleonic",Javier Garcia,"Area Control / Area Influence,Area Movement",2.1818,152,2,0,2015,2
171011,Favor of the Pharaoh,4,13,2015,6.92176,2,45,45,Some,1019,Ollin Timm,Dice,Thomas Lehmann,"Deck / Pool Building,Dice Rolling",2,1556,2,0,2015,2
171037,Doctor Panic,9,7,2016,6.4610900000000004,2,12,12,Some,4251,Éric Azagury,"Action / Dexterity,Electronic,Humor,Medical,Party Game,Real-time",Roberto Fraga,Co-operative Play,1,202,7,0,2015,1
171110,Cosmic Run,4,8,2015,7.2665,1,30,30,Some,2405,Lawrence van der Merwe,"Dice,Science Fiction","Steve Finn,Seamus Finn","Dice Rolling,Press Your Luck",1.375,279,3,0,2015,1.5
171131,Captain Sonar,8,14,2016,7.84962,2,45,60,No,121,"Ervin,Sabrina Tobal","Deduction,Fighting,Nautical,Real-time,Wargame","Roberto Fraga,Yohan Lemonnier","Grid Movement,Line Drawing,Partnerships,Role Playing,Secret Unit Deployment,Simultaneous Action Selection",2.0597,3927,6,15,2015,2
171199,Munchkin Legends Deluxe,6,10,2014,6.82755,3,60,120,NA,NA,"John Kovalic,Mike Luckas,Gabby Ruenes","Ancient,Card Game,Fantasy,Humor,Mythology","Andrew Hackard,Steve Jackson (I)","Card Drafting,Dice Rolling,Hand Management,Take That",1.8,98,3,60,2015,2
171233,The Big Book of Madness,5,12,2015,7.19589,2,60,90,Moderate,596,Xavier Gueniffey Durin,"Card Game,Fantasy",Maxime Rambourg,"Co-operative Play,Deck / Pool Building,Hand Management,Player Elimination,Variable Player Powers",2.7324,2401,3,30,2015,2.5
171273,FUSE,5,10,2015,7.24433,1,10,10,No,541,"Luis Francisco,Marc Mejia,Chris Ostrowski","Action / Dexterity,Dice,Real-time",Kane Klenko,"Co-operative Play,Dice Rolling,Pattern Building",1.7551,2549,4,0,2015,2
171339,Entropy,6,12,2015,6.51508,2,15,15,Some,3236,Mikhail Yakovlev,"Bluffing,Card Game,Deduction,Science Fiction","Allen Chang,Alistair Kearney","Hand Management,Simultaneous Action Selection,Variable Player Powers",1.8,363,4,0,2015,2
171356,Argonauts,4,10,2015,7.13079,1,60,60,NA,3768,"Ioannis Stamatis,Giota Vorgia","Adventure,Exploration,Mythology","Konstantinos Iovis,Lefteris Iroglidis,Ioannis Stamatis","Co-operative Play,Hand Management,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers",2.0714,151,3,0,2015,2
171479,Commissioned,6,13,2016,7.53751,2,60,60,Some,2081,Kenneth Spond,"Ancient,Educational,Religious",Patrick Lysaght,"Area Movement,Co-operative Play,Deck / Pool Building,Set Collection,Variable Player Powers",2.6842,301,4,0,2015,2.5
171499,Cacao,4,8,2015,7.14101,2,45,45,No,493,Claus Stephan,"Economic,Farming,Territory Building",Phil Walker-Harding,"Area Control / Area Influence,Hand Management,Tile Placement",1.8174,4021,2,0,2015,2
171500,El Dorado Canyon,6,12,2015,8.51871,4,30,30,Moderate,9024,Kevin Fauntleroy,American West,Ben Weemes,"Press Your Luck,Simultaneous Action Selection,Take That",1.75,31,2,0,2015,2
171623,The Voyages of Marco Polo,4,12,2015,7.98521,2,40,100,No,39,Dennis Lohausen,"Dice,Economic,Medieval,Travel","Simone Luciani,Daniele Tascini","Card Drafting,Dice Rolling,Point to Point Movement,Set Collection,Variable Player Powers,Worker Placement",3.1815,9027,2,60,2015,3
171668,The Grizzled,5,10,2015,7.35343,2,30,30,Some,270,Tignous,"Card Game,World War I","Fabien Riffaud,Juan Rodriguez","Co-operative Play,Hand Management,Press Your Luck,Variable Player Powers",1.9023,5680,3,0,2015,2
171721,Micro Rome,1,10,2014,6.98837,1,30,30,No,7216,Michael Bevilacqua,"Ancient,Print & Play",Michael Bevilacqua,"Set Collection,Tile Placement",1.25,43,0,0,2015,1
171726,Project: ELITE,4,12,2016,7.79234,1,30,30,Some,1189,"Antonis Papantoniou,Giota Vorgia","Fighting,Miniatures,Real-time,Science Fiction","Konstantinos Kokkinis,Sotirios Tsantilas","Co-operative Play,Dice Rolling,Grid Movement,Variable Player Powers",2.3158,551,3,0,2015,2.5
171775,Dexikon,5,8,2015,6.39402,1,45,45,NA,6564,Simon Brewer,"Card Game,Word Game",Andrew Rowse,Deck / Pool Building,2,92,4,0,2015,2
171835,Posthuman,4,13,2015,6.7665,1,30,120,Extensive,1849,"Fabrizio Cali,Mark Casha,Chris Jensen,Jake Mifsud,Arjuna Susini,Widd3rshins","Adventure,Dice,Exploration,Fighting,Science Fiction",Gordon Calleja,"Dice Rolling,Modular Board,Partnerships,Role Playing,Variable Player Powers",3.2045,828,3,90,2015,3
171890,Best Treehouse Ever,4,8,2015,6.71641,2,20,20,No,1672,Adam P. McIver,Card Game,Scott Almes,"Card Drafting,Pattern Building",1.4444,900,2,0,2015,1.5
171905,Orléans: Deluxe Edition,5,12,2015,8.39296,2,90,90,No,NA,Klemens Franz,"Medieval,Religious,Travel",Reiner Stockhausen,"Card Drafting,Deck / Pool Building,Point to Point Movement",3.1538,1076,3,0,2015,3
172007,The Voting Game,10,17,2014,5.47013,5,30,30,Unplayable,11611,NA,"Card Game,Humor,Mature / Adult,Party Game",Tom Rohlf,Voting,1,75,5,0,2015,1
172047,The Others,5,14,2016,7.75209,2,90,90,Extensive,576,"Jacopo Camagni,Georges Clarenko,Miguel Coimbra,Karl Kopinski,Stef Kopinski,Eric M. Lang,Paolo Parente,Adrian Smith,Richard Wright","Fantasy,Fighting,Horror",Eric M. Lang,"Area Control / Area Influence,Dice Rolling,Modular Board,Variable Player Powers",2.9783,1375,3,0,2015,3
172062,Fairytale Gloom,5,13,2015,6.68153,2,30,60,Extensive,3347,Jaume Fabregat,"Card Game,Fantasy,Humor",Keith Baker,"Hand Management,Storytelling,Take That",1.5714,274,3,30,2015,1.5
172073,MammuZ,7,7,2015,6.41389,3,20,20,No,3663,"Fiore GmbH,Ilya Komarov","Animals,Bluffing,Card Game,Memory",Nikolay Pegasov,"Hand Management,Memory",1.2778,283,4,0,2015,1.5
172081,Burgle Bros.,4,12,2015,7.66859,1,90,90,Moderate,256,"Virginia Critchfield,Ryan Goldsberry,Heiko Günther","Exploration,Maze,Spies/Secret Agents",Tim Fowers,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",2.2982,2692,3,0,2015,2.5
